"","velocidad_recomendada","severidad","fatales","festivos","iluminación","lesiones_menores","carretera","lesiones_graves","limite_velocidad","clima"
"577831",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"577837",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"577850",35,"Accidente leve",0,"No festivo","Oscuro",2,"Asfalto",0,50,"Buen clima"
"577852",75,"Accidente leve",0,"No festivo","Oscuro",2,"Asfalto",0,80,"Buen clima"
"577865",75,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Buen clima"
"577878",35,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,50,"Buen clima"
"577898",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,70,"Lluvia ligera"
"577943",55,"Accidente leve",0,"Fin de semana del Trabajo","Soleado",4,"Asfalto",0,100,"Buen clima"
"577967",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia intensa"
"578064",55,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Buen clima"
"578080",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"578091",65,"Accidente fatal",1,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"578138",25,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Lluvia ligera"
"578172",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia intensa"
"578174",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Lluvia ligera"
"578179",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"578187",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"578211",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"578224",75,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Buen clima"
"578254",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Lluvia ligera"
"578260",25,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,50,"Buen clima"
"578262",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"578313",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"578352",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"578355",45,"Accidente leve",0,"No festivo","Oscuro",2,"Asfalto",0,50,"Lluvia ligera"
"578364",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"578395",75,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,80,"Buen clima"
"578411",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,70,"Lluvia ligera"
"578481",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"578528",85,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"578558",30,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"578565",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"578590",35,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"578593",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"578601",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"578604",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"578612",45,"Accidente sin lesiones",0,"Pascua","Soleado",0,"Asfalto",0,100,"Buen clima"
"578657",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"578673",45,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,60,"Buen clima"
"578694",75,"Accidente grave",0,"No festivo","Oscuro",1,"Asfalto",1,100,"Buen clima"
"578719",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"578723",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"578796",55,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Lluvia ligera"
"578820",35,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"578835",55,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",0,100,"Buen clima"
"578893",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"578924",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"578925",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"578939",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"578984",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"578988",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"579041",25,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"579060",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"579113",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"579177",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"579208",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Niebla"
"579220",65,"Accidente leve",0,"Cumpleaños de la Reina","Oscuro",1,"Asfalto",0,100,"Buen clima"
"579263",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,70,"Lluvia ligera"
"579276",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"579292",35,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Lluvia intensa"
"579399",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"579411",40,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"579435",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"579470",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"579527",65,"Accidente fatal",1,"No festivo","Soleado",1,"Asfalto",3,70,"Buen clima"
"579533",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"579548",85,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"579597",65,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,70,"Buen clima"
"579620",65,"Accidente sin lesiones",0,"Fin de semana del Trabajo","Nublado",0,"Asfalto",0,100,"Buen clima"
"579642",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"579685",45,"Accidente leve",0,"No festivo","Oscuro",4,"Asfalto",0,100,"Buen clima"
"579770",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,70,"Buen clima"
"579844",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"579858",85,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"579860",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"579879",35,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Oscuro",0,"Asfalto",0,100,"Buen clima"
"579883",65,"Accidente leve",0,"No festivo","Nublado",3,"Asfalto",0,100,"Lluvia intensa"
"579932",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"579978",35,"Accidente grave",0,"Pascua","Soleado",0,"Asfalto",1,100,"Buen clima"
"580003",85,"Accidente leve",0,"No festivo","Amanecer o atardecer",1,"Asfalto",0,100,"Lluvia ligera"
"580068",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"580098",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"580102",65,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Buen clima"
"580112",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"580202",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"580206",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"580216",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"580232",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"580241",75,"Accidente grave",0,"Cumpleaños de la Reina","Amanecer o atardecer",0,"Asfalto",2,100,"Buen clima"
"580264",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"580272",85,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"580278",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"580294",30,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"580302",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"580316",65,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",0,80,"Buen clima"
"580323",45,"Accidente fatal",1,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"580351",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"580392",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"580445",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Lluvia ligera"
"580459",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"580460",75,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Niebla"
"580469",75,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Buen clima"
"580475",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"580480",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"580483",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"580499",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Niebla"
"580510",15,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"580555",85,"Accidente grave",0,"No festivo","Soleado",3,"Asfalto",2,100,"Buen clima"
"580617",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"580659",65,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Nublado",0,"Sin Asfalto",0,100,"Buen clima"
"580669",80,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"580671",35,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"580705",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"580711",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"580741",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"580772",55,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Lluvia intensa"
"580800",75,"Accidente leve",0,"No festivo","Soleado",2,"Asfalto",0,100,"Buen clima"
"580841",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"580859",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"580871",55,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,60,"Lluvia ligera"
"580885",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia intensa"
"580901",55,"Accidente fatal",1,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"580924",55,"Accidente grave",0,"No festivo","Nublado",1,"Asfalto",1,100,"Buen clima"
"580954",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"581012",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,70,"Buen clima"
"581033",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"581103",75,"Accidente leve",0,"Cumpleaños de la Reina","Oscuro",1,"Asfalto",0,100,"Buen clima"
"581124",65,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"581174",55,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Niebla"
"581206",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,70,"Buen clima"
"581237",55,"Accidente fatal",1,"No festivo","Oscuro",0,"Asfalto",2,100,"Lluvia ligera"
"581265",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"581280",55,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"581368",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Sin Asfalto",0,100,"Buen clima"
"581472",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"581485",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"581518",55,"Accidente fatal",1,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"581535",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"581548",35,"Accidente grave",0,"Navidad y Año Nuevo","Soleado",0,"Asfalto",1,100,"Buen clima"
"581565",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"581573",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"581574",85,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",2,100,"Buen clima"
"581594",75,"Accidente fatal",1,"No festivo","Amanecer o atardecer",0,"Asfalto",1,100,"Buen clima"
"581658",25,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"581695",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,70,"Buen clima"
"581716",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"581744",95,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"581777",75,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Buen clima"
"581779",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,70,"Lluvia ligera"
"581846",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"581879",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"581896",55,"Accidente sin lesiones",0,"Fin de semana del Trabajo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"581907",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Buen clima"
"581909",45,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"581924",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"581956",35,"Accidente fatal",1,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"581957",55,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"581977",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"582069",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"582085",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"582098",75,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"582117",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"582160",35,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,50,"Buen clima"
"582183",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"582187",75,"Accidente fatal",1,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"582221",75,"Accidente sin lesiones",0,"Pascua","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"582244",65,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"582316",35,"Accidente leve",0,"No festivo","Nublado",3,"Asfalto",0,70,"Buen clima"
"582328",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"582362",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"582389",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"582416",55,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"582419",45,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"582438",75,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Lluvia intensa"
"582448",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"582449",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"582451",45,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,50,"Buen clima"
"582458",35,"Accidente fatal",1,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"582501",65,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Lluvia ligera"
"582543",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"582557",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"582588",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,60,"Lluvia ligera"
"582590",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"582628",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"582656",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Lluvia ligera"
"582661",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"582663",45,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Lluvia ligera"
"582673",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia intensa"
"582675",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"582680",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"582714",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"582732",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"582734",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"582735",45,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,50,"Buen clima"
"582736",55,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",0,80,"Lluvia intensa"
"582747",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Lluvia ligera"
"582775",85,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"582823",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"582847",35,"Accidente leve",0,"No festivo","Oscuro",3,"Asfalto",0,100,"Buen clima"
"582864",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"582886",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"582888",85,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"583036",55,"Accidente leve",0,"Navidad y Año Nuevo","Soleado",1,"Asfalto",0,100,"Buen clima"
"583157",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"583162",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"583216",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"583221",55,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Amanecer o atardecer",0,"Asfalto",0,100,"Lluvia ligera"
"583229",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Nieve"
"583262",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"583274",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"583296",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"583308",65,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Lluvia intensa"
"583448",25,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"583513",85,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"583526",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"583531",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"583533",45,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,50,"Buen clima"
"583618",55,"Accidente grave",0,"Navidad y Año Nuevo","Amanecer o atardecer",1,"Asfalto",1,100,"Buen clima"
"583633",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"583635",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"583659",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"583713",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"583720",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"583722",65,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Niebla"
"583749",55,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"583761",55,"Accidente grave",0,"No festivo","Soleado",2,"Asfalto",1,80,"Buen clima"
"583786",65,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,80,"Buen clima"
